江西,#genre#
江西都市,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxds
江西经济生活,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226206/index.m3u8?fmt=ts2hls
江西经济生活,http://39.135.140.104:6610/PLTV/88888888/224/3221226206/1/index.m3u8?fmt=ts2hls
江西经济生活,http://zxrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226206/10000100000000060000000005219195_0.smil/index.m3u8?
江西经济生活,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226206/2/index.m3u8
江西经济生活,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225580/2/index.m3u8
江西经济生活,http://39.137.49.76:8080/PLTV/88888888/224/3221226206/10000100000000060000000005219195_0.smil/index.m3u8?fmt=ts2hls&zoneoffset=0&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C34467740%2C10.149.188.82%2C20230130104534%2C10000100000000050000000005103431%2C34467740%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000005219195_0%2CEND&GuardEncType=2
江西经济生活,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226206/index.m3u8?fmt=ts2hls
江西经济生活,http://39.135.140.227:6610/PLTV/88888888/224/3221225580/2/index.m3u8?fmt=ts2hls
江西经济生活,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxjjsh
江西影视旅游,http://39.135.140.104:6610/PLTV/88888888/224/3221226291/1/index.m3u8?fmt=ts2hls
江西影视旅游,http://zxrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226291/877949953.smil/index.m3u8?
江西影视旅游,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxysly
江西影视旅游,http://39.137.49.76:8080/PLTV/88888888/224/3221225579/10000100000000060000000000000029_0.smil/index.m3u8?fmt=ts2hls&zoneoffset=0&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C34467740%2C10.149.188.82%2C20230130104534%2C10000100000000050000000000000027%2C34467740%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000000029_0%2CEND&GuardEncType=2
江西影视旅游,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225579/2/index.m3u8?fmt=ts2hls
江西影视旅游,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225579/10000100000000060000000000000029_0.smil/index.m3u8?fmt=ts2hls
江西影视旅游,http://39.135.140.227:6610/PLTV/88888888/224/3221225579/2/index.m3u8?fmt=ts2hls
江西影视旅游,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225579/index.m3u8?fmt=ts2hls
江西影视旅游,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225579/2/index.m3u8
江西公共农业,http://zxrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225578/10000100000000060000000000000030_0.smil/index.m3u8?
江西公共农业,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225578/2/index.m3u8
江西公共农业,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225578/index.m3u8?fmt=ts2hls
江西公共农业,http://39.135.140.104:6610/PLTV/88888888/224/3221225578/1/index.m3u8?fmt=ts2hls
江西公共农业,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225578/10000100000000060000000000000030_0.smil/index.m3u8?fmt=ts2hls
江西公共农业,http://39.137.49.76:8080/PLTV/88888888/224/3221225578/10000100000000060000000000000030_0.smil/index.m3u8?fmt=ts2hls&zoneoffset=0&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C34467740%2C10.149.188.82%2C20230130104534%2C10000100000000050000000000000028%2C34467740%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000000030_0%2CEND&GuardEncType=2
江西公共农业,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxggny
江西公共农业,http://39.135.140.227:6610/PLTV/88888888/224/3221225578/2/index.m3u8?fmt=ts2hls
江西少儿,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226194/index.m3u8?fmt=ts2hls
江西少儿,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226194/index.m3u8?fmt=ts2hls
江西少儿,http://zxrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226194/10000100000000060000000004716224_0.smil/index.m3u8?
江西少儿,http://39.135.140.227:6610/PLTV/88888888/224/3221225577/2/index.m3u8?fmt=ts2hls
江西少儿,http://39.135.140.104:6610/PLTV/88888888/224/3221226194/1/index.m3u8?fmt=ts2hls
江西少儿,http://39.137.49.76:8080/PLTV/88888888/224/3221226194/10000100000000060000000004716224_0.smil/index.m3u8?fmt=ts2hls&zoneoffset=0&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C34467740%2C10.149.188.82%2C20230130104534%2C10000100000000050000000004677289%2C34467740%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000004716224_0%2CEND&GuardEncType=2
江西少儿,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226194/2/index.m3u8
江西少儿,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225577/2/index.m3u8
江西少儿,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxse
江西新闻,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225615/2/index.m3u8
江西新闻,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225615/index.m3u8?fmt=ts2hls
江西新闻,http://39.135.140.104:6610/PLTV/88888888/224/3221225615/1/index.m3u8?fmt=ts2hls
江西新闻,http://zxrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225615/10000100000000060000000000230385_0.smil/index.m3u8?
江西新闻,http://39.137.49.76:8080/PLTV/88888888/224/3221225615/10000100000000060000000000230385_0.smil/index.m3u8?fmt=ts2hls&zoneoffset=0&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C34467740%2C10.149.188.82%2C20230130104534%2C10000100000000050000000000175565%2C34467740%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000000230385_0%2CEND&GuardEncType=2
江西新闻,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxxw
江西新闻,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225615/index.m3u8?fmt=ts2hls
江西新闻,http://39.135.140.227:6610/PLTV/88888888/224/3221225576/2/index.m3u8?fmt=ts2hls
江西新闻,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225615/2/index.m3u8
江西新闻,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225576/2/index.m3u8
江西教育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226197/index.m3u8?fmt=ts2hls
江西教育,http://39.137.49.76:8080/PLTV/88888888/224/3221226197/10000100000000060000000004898209_0.smil/index.m3u8?fmt=ts2hls&zoneoffset=0&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C34467740%2C10.149.188.82%2C20230130104534%2C10000100000000050000000004832854%2C34467740%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000004898209_0%2CEND&GuardEncType=2
江西教育,http://zxrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226197/10000100000000060000000004898209_0.smil/index.m3u8?
江西教育,http://39.135.140.104:6610/PLTV/88888888/224/3221226197/1/index.m3u8?fmt=ts2hls
江西教育,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226197/2/index.m3u8
江西移动,http://39.135.140.104:6610/PLTV/88888888/224/3221226285/1/index.m3u8?fmt=ts2hls
江西卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225705/1/index.m3u8?fmt=ts2hls
江西都市http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225584/index.m3u8?fmt=ts2hls
江西经济生活,http://39.135.140.104:6610/PLTV/88888888/224/3221226206/1/index.m3u8?fmt=ts2hls
江西影视旅游,http://39.135.140.104:6610/PLTV/88888888/224/3221226291/1/index.m3u8?fmt=ts2hls
江西公共农业,http://39.135.140.104:6610/PLTV/88888888/224/3221225578/1/index.m3u8?fmt=ts2hls
江西少儿,http://39.135.140.104:6610/PLTV/88888888/224/3221226194/1/index.m3u8?fmt=ts2hls
江西新闻,http://39.135.140.104:6610/PLTV/88888888/224/3221225615/1/index.m3u8?fmt=ts2hls
江西移动,http://39.135.140.104:6610/PLTV/88888888/224/3221226285/1/index.m3u8?fmt=ts2hls
江西教育,http://39.135.140.104:6610/PLTV/88888888/224/3221226197/1/index.m3u8?fmt=ts2hls
南昌综合,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226382/2/index.m3u8
南昌都市,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226385/2/index.m3u8
南昌资讯,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226374/2/index.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
星光剧场,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
央视-1,#genre#
CCTV1,http://39.135.140.104:6610/PLTV/88888888/224/3221225618/1/index.m3u8?fmt=ts2hls
CCTV2,http://39.135.140.104:6610/PLTV/88888888/224/3221225619/1/index.m3u8?fmt=ts2hls
CCTV3,http://39.135.140.104:6610/PLTV/88888888/224/3221225647/1/index.m3u8?fmt=ts2hls
CCTV4,http://39.135.140.104:6610/PLTV/88888888/224/3221225621/1/index.m3u8?fmt=ts2hls
CCTV5,http://39.135.140.104:6610/PLTV/88888888/224/3221225633/1/index.m3u8?
CCTV5+,http://39.135.140.104:6610/PLTV/88888888/224/3221225649/1/index.m3u8?fmt=ts2hls
CCTV6,http://39.135.140.104:6610/PLTV/88888888/224/3221225650/1/index.m3u8?fmt=ts2hls
CCTV7,http://39.135.140.104:6610/PLTV/88888888/224/3221225644/1/index.m3u8?fmt=ts2hls
CCTV8,http://39.135.140.104:6610/PLTV/88888888/224/3221225635/1/index.m3u8?fmt=ts2hls
CCTV9,http://39.135.140.104:6610/PLTV/88888888/224/3221225646/1/index.m3u8?fmt=ts2hls
CCTV10,http://39.135.140.104:6610/PLTV/88888888/224/3221225496/1/index.m3u8?fmt=ts2hls
CCTV11,http://39.135.140.104:6610/PLTV/88888888/224/3221225628/1/index.m3u8?fmt=ts2hls
CCTV12,http://39.135.140.104:6610/PLTV/88888888/224/3221225637/1/index.m3u8?fmt=ts2hls
CCTV13,http://39.135.140.104:6610/PLTV/88888888/224/3221225638/1/index.m3u8?fmt=ts2hls
CCTV14,http://39.135.140.104:6610/PLTV/88888888/224/3221225640/1/index.m3u8?fmt=ts2hls
CCTV15,http://39.135.140.104:6610/PLTV/88888888/224/3221225641/1/index.m3u8?fmt=ts2hls
CCTV16,http://39.135.140.104:6610/PLTV/88888888/224/3221226230/1/index.m3u8?fmt=ts2hls
CCTV17,http://39.135.140.104:6610/PLTV/88888888/224/3221225907/1/index.m3u8?fmt=ts2hls
CCTV1,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225618/index.m3u8?
CCTV2,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225643/index.m3u8?
超级综艺,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225768/index.m3u8?
CCTV4,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225621/index.m3u8?
超级体育,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225767/index.m3u8?
CCTV5+,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225706/index.m3u8?
超级电影,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225766/index.m3u8?
CCTV7,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225644/index.m3u8?
超级电视剧,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225765/index.m3u8?
CCTV9,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225646/index.m3u8?
CCTV10,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225636/index.m3u8?
CCTV11,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225628/index.m3u8?
CCTV12,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225637/index.m3u8?
CCTV13,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225638/index.m3u8?
CCTV14,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225640/index.m3u8?
CCTV15,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225641/index.m3u8?
CCTV16,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221226230/index.m3u8?
CCTV17,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225908/index.m3u8?
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/index.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225588/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226428/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226008/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225734/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225730/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225597/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225731/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226537/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8
CCTV15,http://ottrs.hl.chinamobile.com/TVOD/88888888/224/3221225601/index.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/index.m3u8
央视-2,#genre#
CCTV1,http://117.169.26.2:6610/PLTV/88888910/224/3221226221/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888888/224/3221226225/2/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888910/224/3221225618/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888888/224/3221225501/2/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888910/224/3221225501/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888888/224/3221226221/2/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888888/224/3221225642/2/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888910/224/3221225642/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888888/224/3221225618/2/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888910/224/3221226225/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888910/224/3221225573/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888888/224/3221225573/2/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888910/224/3221225500/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888888/224/3221225619/2/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888888/224/3221225643/2/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888888/224/3221226254/2/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888888/224/3221225500/2/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888910/224/3221226254/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888910/224/3221225643/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888910/224/3221225572/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888888/224/3221225572/2/index.m3u8
CCTV3,http://117.169.26.2:6610/PLTV/88888910/224/3221226256/index.m3u8
CCTV3,http://117.169.26.2:6610/PLTV/88888888/224/3221225634/2/index.m3u8
CCTV3,http://117.169.26.2:6610/PLTV/88888910/224/3221225634/index.m3u8
CCTV3,http://117.169.26.2:6610/PLTV/88888888/224/3221226256/2/index.m3u8
CCTV3,http://117.169.26.2:6610/PLTV/88888910/224/3221225647/index.m3u8
CCTV3,http://117.169.26.2:6610/PLTV/88888888/224/3221225647/2/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888888/224/3221225621/2/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888888/224/3221226340/2/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888888/224/3221226277/2/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888910/224/3221226340/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888910/224/3221226277/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888888/224/3221226348/2/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888910/224/3221226348/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888910/224/3221225571/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888888/224/3221225571/2/index.m3u8
CCTV4美洲,http://117.169.26.2:6610/PLTV/88888888/224/3221226366/2/index.m3u8
CCTV4美洲,http://117.169.26.2:6610/PLTV/88888910/224/3221226366/index.m3u8
CCTV4欧洲,http://117.169.26.2:6610/PLTV/88888888/224/3221226361/2/index.m3u8
CCTV4欧洲,http://117.169.26.2:6610/PLTV/88888910/224/3221226361/index.m3u8
CCTV5,http://117.169.26.2:6610/PLTV/88888910/224/3221226259/index.m3u8
CCTV5,http://117.169.26.2:6610/PLTV/88888888/224/3221225633/2/index.m3u8
CCTV5,http://117.169.26.2:6610/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://117.169.26.2:6610/PLTV/88888888/224/3221226259/2/index.m3u8
CCTV5,http://117.169.26.2:6610/PLTV/88888888/224/3221225648/2/index.m3u8
CCTV5,http://117.169.26.2:6610/PLTV/88888910/224/3221225648/index.m3u8
CCTV5+,http://117.169.26.2:6610/PLTV/88888910/224/3221226354/index.m3u8
CCTV5+,http://117.169.26.2:6610/PLTV/88888888/224/3221225706/2/index.m3u8
CCTV5+,http://117.169.26.2:6610/PLTV/88888888/224/3221226354/2/index.m3u8
CCTV5+,http://117.169.26.2:6610/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+,http://117.169.26.2:6610/PLTV/88888888/224/3221225649/2/index.m3u8
CCTV5+,http://117.169.26.2:6610/PLTV/88888910/224/3221225649/index.m3u8
CCTV6,http://117.169.26.2:6610/PLTV/88888910/224/3221226255/index.m3u8
CCTV6,http://117.169.26.2:6610/PLTV/88888888/224/3221226255/2/index.m3u8
CCTV6,http://117.169.26.2:6610/PLTV/88888888/224/3221225632/2/index.m3u8
CCTV6,http://117.169.26.2:6610/PLTV/88888910/224/3221225632/index.m3u8
CCTV6,http://117.169.26.2:6610/PLTV/88888910/224/3221225650/index.m3u8
CCTV6,http://117.169.26.2:6610/PLTV/88888888/224/3221225650/2/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888888/224/3221226280/2/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888888/224/3221225499/2/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888910/224/3221225644/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888910/224/3221226280/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888888/224/3221225624/2/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888888/224/3221225644/2/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888910/224/3221225499/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888888/224/3221225570/2/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888910/224/3221225570/index.m3u8
CCTV8,http://117.169.26.2:6610/PLTV/88888888/224/3221225631/2/index.m3u8
